Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,AQI
2015-06-07,0,126.59,8.94,23.35,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-08,0,126.59,8.94,22.96,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-09,0,126.59,8.94,23,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-10,0,126.59,8.94,23.06,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-11,0,126.59,8.94,23.02,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-12,0,126.59,8.94,22.96,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-13,0,126.59,8.94,23.01,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-14,0,126.59,8.94,23.04,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-15,0,126.59,8.94,23,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-16,0,126.59,8.94,23,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-17,0,126.59,8.94,24.84,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-18,0,126.59,8.94,23.16,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-19,0,126.59,8.94,23.24,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-20,0,126.59,8.94,16.77,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-21,0,126.59,8.94,18.88,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-22,0,126.59,8.94,18.87,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-23,0,126.59,8.94,18.87,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-24,0,126.59,8.94,18.85,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-25,0,126.59,8.94,18.95,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-26,0,126.59,8.94,18.98,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-27,0,126.59,8.94,18.97,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-28,0,126.59,8.94,19.04,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-29,0,126.59,8.94,19.02,0,193.8541945131069,17.23999999960797,0,0,0
2015-06-30,0,126.59,8.94,19.04,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-01,0,126.59,8.94,19.03,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-02,0,126.59,8.94,19.02,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-03,0,126.59,8.94,19.05,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-04,0,126.59,8.94,19.11,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-05,0,126.59,8.94,19.25,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-06,0,126.59,8.94,19.22,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-07,0,126.59,8.94,19.25,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-08,25.5,126.59,8.94,19.24,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-09,25.5,126.59,8.94,19.24,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-10,25.5,126.59,8.94,19.27,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-11,25.5,126.59,8.94,19.28,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-12,25.5,126.59,8.94,19.39,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-13,25.5,126.59,8.94,19.31,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-14,25.5,126.59,8.94,19.26,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-15,25.5,126.59,8.94,19.3,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-16,25.5,126.59,8.94,19.41,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-17,25.5,126.59,8.94,19.37,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-18,25.491453658536585,126.59,8.94,19.4,0,193.8541945131069,17.23999999960797,0,0,0
2015-07-19,25.491453658536585,126.59,8.94,19.65,0,193.8541945131069,17.23999999960797,0,0,73
2015-07-20,25.491453658536585,126.59,8.94,20.18,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-21,25.491453658536585,126.59,8.94,22.46,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-22,25.491453658536585,126.59,8.94,27.67,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-23,25.491453658536585,126.59,8.94,19.86,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-24,25.491453658536585,126.59,8.94,19.92,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-25,25.491453658536585,126.59,8.94,19.9,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-26,25.491453658536585,126.59,8.94,19.83,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-27,25.491453658536585,126.59,8.94,19.68,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-28,25.491453658536585,126.59,8.94,19.71,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-29,25.491453658536585,126.59,8.94,19.96,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-30,25.491453658536585,126.59,8.94,29.59,0,193.8541945131069,17.23999999960797,0,0,76
2015-07-31,25.491453658536585,126.59,8.94,27.91,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-01,25.491453658536585,126.59,8.94,19.74,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-02,25.491453658536585,126.59,8.94,19.88,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-03,25.491453658536585,126.59,8.94,20.15,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-04,25.491453658536585,126.59,8.94,19.92,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-05,25.491453658536585,126.59,8.94,19.96,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-06,25.491453658536585,126.59,8.94,25.4,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-07,25.491453658536585,126.59,8.94,19.19,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-08,25.491453658536585,126.59,8.94,19.09,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-09,25.491453658536585,126.59,8.94,19.1,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-10,25.491453658536585,126.59,8.94,21.29,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-11,25.491453658536585,126.59,8.94,17.96,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-12,25.491453658536585,126.59,8.94,20.1,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-13,25.491453658536585,126.59,8.94,30.94,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-14,25.491453658536585,126.59,8.94,48.78,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-15,25.491453658536585,126.59,8.94,64.61,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-16,25.491453658536585,126.59,8.94,68.83,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-17,25.491453658536585,126.59,8.94,105.22,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-18,25.491453658536585,126.59,8.94,58.14,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-19,25.491453658536585,126.59,8.94,48.61,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-20,25.491453658536585,126.59,8.94,31.35,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-21,25.491453658536585,126.59,8.94,30.96,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-22,25.491453658536585,126.59,8.94,35.06,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-23,25.491453658536585,126.59,8.94,35.9,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-24,25.491453658536585,126.59,8.94,34.06,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-25,25.491453658536585,126.59,8.94,55.08,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-26,25.491453658536585,126.59,8.94,26.95,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-27,25.491453658536585,126.59,8.94,14.48,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-28,25.491453658536585,126.59,8.94,93.84,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-29,25.491453658536585,126.59,8.94,72.08,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-30,25.491453658536585,126.59,8.94,56.18,0,193.8541945131069,17.23999999960797,0,0,76
2015-08-31,25.491453658536585,126.59,8.94,57.92,0,193.8541945131069,17.23999999960797,0,0,76
